student_id,term_code,class_level,major,credits_attempted,credits_earned,term_gpa,cumulative_gpa,cumulative_credits,enrollment_status,registration_system
S000400,2025SP,Sophomore,Computer Science,11,11,3.53,3.67,44,enrolled,Workday
S000402,2025SP,Sophomore,History,8,8,3.43,3.71,37,enrolled,Workday
S000403,2025SP,Senior,Biochemistry,17,16,3.19,3.53,106,enrolled,Workday
S000406,2025SP,Senior,Computer Science,18,18,4.0,3.87,151,enrolled,Workday
S000407,2025SP,Junior,Psychology,14,14,3.33,3.35,64,enrolled,Workday
S000408,2025SP,Senior,Computer Science,8,8,3.79,3.54,136,enrolled,Workday
S000409,2025SP,Senior,Economics,10,10,3.68,3.88,129,enrolled,Workday
S000410,2025SP,Senior,Economics,14,13,2.83,2.79,125,enrolled,Workday
S000411,2025SP,Junior,"Health: Science, Society, and Policy",16,14,2.51,2.72,88,enrolled,Workday
S000412,2025SP,Senior,Psychology,15,14,2.65,2.65,136,enrolled,Workday
S000414,2025SP,Senior,Sociology,13,13,4.0,3.85,111,enrolled,Workday
S000415,2025SP,Senior,Psychology,14,13,2.62,2.91,90,enrolled,Workday
S000417,2025SP,Junior,Biochemistry,12,12,3.67,3.89,71,enrolled,Workday
S000418,2025SP,Senior,Sociology,18,13,0.27,0.12,115,enrolled,Workday
S000419,2025SP,Senior,Psychology,13,12,3.23,3.56,170,enrolled,Workday
S000420,2025SP,Junior,Computer Science,5,4,2.09,2.08,61,enrolled,Workday
S000421,2025SP,Junior,East Asian Studies,13,13,3.48,2.84,88,enrolled,Workday
S000422,2025SP,Senior,Economics,11,11,3.58,3.57,137,enrolled,Workday
S000423,2025SP,Senior,American Studies,14,14,3.96,3.18,95,enrolled,Workday
S000424,2025SP,Senior,Studio Art,17,16,3.25,3.61,113,enrolled,Workday
S000425,2025SP,Senior,International and Global Studies,18,17,3.21,3.51,138,enrolled,Workday
S000426,2025SP,Junior,Neuroscience,12,12,3.67,2.95,71,enrolled,Workday
S000427,2025SP,Junior,Economics,16,16,3.42,3.54,84,enrolled,Workday
S000428,2025SP,Senior,Economics,14,13,3.27,3.06,110,enrolled,Workday
S000429,2025SP,Senior,Biochemistry,18,18,3.87,3.7,107,enrolled,Workday
S000431,2025SP,Senior,Anthropology,17,17,4.0,3.83,128,enrolled,Workday
S000432,2025SP,Senior,Computer Science,18,18,4.0,3.94,97,enrolled,Workday
S000433,2025SP,Junior,Studio Art,10,10,3.98,3.49,71,enrolled,Workday
S000434,2025SP,Senior,Applied Mathematics,12,12,3.27,3.83,109,enrolled,Workday
S000436,2025SP,Senior,Biology,18,16,2.22,2.21,169,enrolled,Workday
S000437,2025SP,Senior,Philosophy,13,12,2.93,3.19,156,enrolled,Workday
S000439,2025SP,Senior,"Health: Science, Society, and Policy",12,11,3.11,3.64,106,enrolled,Workday
S000440,2025SP,Sophomore,International and Global Studies,,,,3.16,47,not_enrolled,Workday
S000441,2025SP,Senior,American Studies,16,15,3.3,3.37,153,enrolled,Workday
S000442,2025SP,Sophomore,Psychology,16,16,3.65,3.23,55,enrolled,Workday
S000444,2025SP,Sophomore,Economics,16,12,0.45,0.4,54,enrolled,Workday
S000445,2025SP,Senior,Physics,9,7,0.97,0.88,141,enrolled,Workday
S000447,2025SP,Senior,Biology,15,15,4.0,3.92,108,enrolled,Workday
S000448,2025SP,Junior,"Health: Science, Society, and Policy",17,17,3.67,3.33,67,enrolled,Workday
S000449,2025SP,Junior,Economics,15,14,3.32,3.11,67,enrolled,Workday
S000451,2025SP,Senior,Biochemistry,15,12,1.16,0.78,139,enrolled,Workday
S000452,2025SP,Senior,Economics,14,14,3.58,3.18,144,enrolled,Workday
S000453,2025SP,Junior,Biology,,,,3.47,70,not_enrolled,Workday
S000454,2025SP,Senior,Physics,14,14,3.75,3.62,105,enrolled,Workday
S000455,2025SP,Sophomore,Mathematics,12,12,4.0,3.91,53,enrolled,Workday
S000456,2025SP,Senior,History,,,,3.58,164,not_enrolled,Workday
S000457,2025SP,Junior,Computer Science,,,,2.62,76,not_enrolled,Workday
S000458,2025SP,Senior,Neuroscience,16,14,2.08,1.94,153,enrolled,Workday
S000459,2025SP,Sophomore,East Asian Studies,16,15,3.18,3.33,59,enrolled,Workday
S000460,2025SP,Junior,Psychology,12,8,0.05,0.18,89,enrolled,Workday
S000461,2025SP,Senior,Chemistry,13,12,3.01,3.38,101,enrolled,Workday
S000463,2025SP,Senior,Mathematics,10,10,3.23,3.06,137,enrolled,Workday
S000464,2025SP,Junior,Chemistry,13,13,3.44,3.24,68,enrolled,Workday
S000465,2025SP,Senior,Physics,18,17,2.87,3.31,102,enrolled,Workday
S000466,2025SP,Sophomore,English,17,15,1.94,2.03,36,enrolled,Workday
S000467,2025SP,Freshman,Computer Science,,,,,0,not_enrolled,Workday
S000469,2025SP,Senior,Neuroscience,15,15,3.8,3.55,92,enrolled,Workday
S000470,2025SP,Senior,Biochemistry,18,18,3.81,3.27,101,enrolled,Workday
S000471,2025SP,Senior,Economics,12,12,3.52,3.23,90,enrolled,Workday
S000472,2025SP,Sophomore,Computer Science,14,14,3.67,3.26,44,enrolled,Workday
S000473,2025SP,Senior,Biochemistry,9,9,3.21,3.13,91,enrolled,Workday
S000474,2025SP,Senior,International and Global Studies,15,15,3.87,3.84,103,enrolled,Workday
S000475,2025SP,Sophomore,International and Global Studies,5,5,2.96,3.15,52,enrolled,Workday
S000476,2025SP,Sophomore,Biology,12,11,2.66,3.02,44,enrolled,Workday
S000477,2025SP,Senior,Physics,18,17,3.18,3.25,100,enrolled,Workday
S000478,2025SP,Senior,Physics,14,12,2.03,1.64,94,enrolled,Workday
S000480,2025SP,Senior,Physics,13,12,2.55,2.77,110,enrolled,Workday
S000482,2025SP,Senior,History,16,16,3.57,3.67,96,enrolled,Workday
S000483,2025SP,Sophomore,Neuroscience,,,,3.64,48,not_enrolled,Workday
S000484,2025SP,Senior,"Health: Science, Society, and Policy",17,15,2.63,2.28,158,enrolled,Workday
S000485,2025SP,Senior,Psychology,12,10,1.39,1.58,108,enrolled,Workday
S000486,2025SP,Senior,Physics,13,13,3.57,3.37,163,enrolled,Workday
S000487,2025SP,Sophomore,Physics,3,2,1.63,2.02,53,enrolled,Workday
S000488,2025SP,Senior,Biology,11,10,2.87,2.58,169,enrolled,Workday
S000489,2025SP,Senior,Biology,16,16,3.93,3.6,91,enrolled,Workday
S000490,2025SP,Junior,Biochemistry,17,16,3.08,3.35,84,enrolled,Workday
S000491,2025SP,Senior,Physics,18,18,4.0,3.74,166,enrolled,Workday
S000492,2025SP,Senior,Biology,16,15,2.72,3.13,129,enrolled,Workday
S000493,2025SP,Junior,Studio Art,18,16,2.32,2.17,82,enrolled,Workday
S000494,2025SP,Junior,Chemistry,15,12,1.41,1.99,62,enrolled,Workday
S000496,2025SP,Senior,International and Global Studies,10,7,0.33,0.37,147,enrolled,Workday
S000497,2025SP,Junior,Mathematics,15,14,3.31,3.44,71,enrolled,Workday
S000498,2025SP,Senior,American Studies,15,15,3.79,3.74,172,enrolled,Workday
S000499,2025SP,Junior,Economics and Business,15,14,2.73,3.11,75,enrolled,Workday
S000500,2025SP,Sophomore,Economics,13,11,2.12,1.79,53,enrolled,Workday
