student_id,term_code,class_level,major,credits_attempted,credits_earned,term_gpa,cumulative_gpa,cumulative_credits,enrollment_status,registration_system
S000438,2023FA,Junior,International and Global Studies,5,5,3.71,3.52,63,enrolled,Workday
S000439,2023FA,Junior,"Health: Science, Society, and Policy",14,14,3.82,3.62,69,enrolled,Workday
S000440,2023FA,Freshman,International and Global Studies,,,,3.22,3,not_enrolled,Workday
S000441,2023FA,Senior,Applied Mathematics,14,13,3.26,3.32,101,enrolled,Workday
S000444,2023FA,Freshman,Economics,13,10,0.49,0.53,15,enrolled,Workday
S000445,2023FA,Senior,Physics,17,13,1.15,0.93,108,enrolled,Workday
S000446,2023FA,Senior,Mathematics,16,15,2.96,3.16,112,enrolled,Workday
S000447,2023FA,Junior,Biology,13,13,4.0,4.0,61,enrolled,Workday
S000450,2023FA,Senior,Mathematics,13,13,3.52,3.5,97,enrolled,Workday
S000451,2023FA,Senior,Biochemistry,15,12,1.04,0.77,106,enrolled,Workday
S000452,2023FA,Senior,Economics,14,13,3.23,3.12,98,enrolled,Workday
S000453,2023FA,Freshman,Biology,10,10,3.14,3.3,27,enrolled,Workday
S000454,2023FA,Sophomore,"Health: Science, Society, and Policy",16,16,3.44,3.61,59,enrolled,Workday
S000456,2023FA,Senior,Computer Science,17,17,3.84,3.56,134,enrolled,Workday
S000457,2023FA,Sophomore,Computer Science,13,12,2.39,2.55,41,enrolled,Workday
S000458,2023FA,Senior,Psychology,7,6,1.81,1.91,105,enrolled,Workday
S000459,2023FA,Freshman,East Asian Studies,,,,,0,not_enrolled,Workday
S000460,2023FA,Junior,Psychology,7,5,0.0,0.2,62,enrolled,Workday
S000461,2023FA,Junior,Chemistry,14,14,3.36,3.4,61,enrolled,Workday
S000462,2023FA,Sophomore,Philosophy,18,18,4.0,3.94,43,enrolled,Workday
S000463,2023FA,Senior,Mathematics,12,12,3.27,3.03,99,enrolled,Workday
S000464,2023FA,Freshman,Chemistry,13,12,3.16,3.12,18,enrolled,Workday
S000465,2023FA,Sophomore,Physics,17,17,3.65,3.45,42,enrolled,Workday
S000468,2023FA,Junior,Biology,14,11,0.82,1.03,87,enrolled,Workday
S000470,2023FA,Sophomore,Biochemistry,17,16,3.37,3.26,54,enrolled,Workday
S000471,2023FA,Sophomore,Economics,12,12,3.36,3.28,41,enrolled,Workday
S000472,2023FA,Freshman,Computer Science,15,14,2.76,2.83,17,enrolled,Workday
S000473,2023FA,Sophomore,Biochemistry,17,16,3.29,3.24,41,enrolled,Workday
S000474,2023FA,Sophomore,International and Global Studies,14,14,4.0,3.82,53,enrolled,Workday
S000475,2023FA,Freshman,International and Global Studies,9,9,3.43,3.35,15,enrolled,Workday
S000477,2023FA,Sophomore,Physics,16,15,3.09,3.14,45,enrolled,Workday
S000478,2023FA,Junior,Physics,12,10,1.19,1.57,61,enrolled,Workday
S000479,2023FA,Freshman,Studio Art,,,,3.45,7,not_enrolled,Workday
S000482,2023FA,Sophomore,History,15,15,3.56,3.49,38,enrolled,Workday
S000483,2023FA,Freshman,Neuroscience,15,15,3.76,3.69,21,enrolled,Workday
S000484,2023FA,Senior,"Health: Science, Society, and Policy",15,14,2.69,2.27,115,enrolled,Workday
S000486,2023FA,Senior,Physics,17,16,3.02,3.2,106,enrolled,Workday
S000487,2023FA,Freshman,Physics,13,11,2.15,2.05,23,enrolled,Workday
S000488,2023FA,Senior,Biology,16,14,2.52,2.48,120,enrolled,Workday
S000489,2023FA,Sophomore,Biology,16,15,3.16,3.35,35,enrolled,Workday
S000490,2023FA,Sophomore,Biochemistry,14,13,3.09,3.32,41,enrolled,Workday
S000491,2023FA,Senior,Physics,,,,3.74,105,not_enrolled,Workday
S000492,2023FA,Junior,Biology,18,17,3.03,3.1,72,enrolled,Workday
S000493,2023FA,Sophomore,Mathematics,14,12,1.85,2.05,34,enrolled,Workday
S000494,2023FA,Freshman,Chemistry,15,13,1.9,1.91,15,enrolled,Workday
S000495,2023FA,Freshman,Philosophy,18,18,4.0,3.99,20,enrolled,Workday
S000496,2023FA,Senior,International and Global Studies,15,11,0.2,0.41,114,enrolled,Workday
S000497,2023FA,Freshman,Physics,17,16,3.34,3.34,16,enrolled,Workday
S000498,2023FA,Senior,American Studies,,,,3.73,115,not_enrolled,Workday
S000499,2023FA,Sophomore,Economics and Business,8,7,2.71,3.03,36,enrolled,Workday
S000500,2023FA,Freshman,Economics,12,10,1.58,1.75,21,enrolled,Workday
