student_id,term_code,class_level,major,credits_attempted,credits_earned,term_gpa,cumulative_gpa,cumulative_credits,enrollment_status,registration_system
S000414,2024SP,Junior,Sociology,12,12,3.87,3.84,75,enrolled,Workday
S000415,2024SP,Sophomore,American Studies,13,12,2.93,3.0,47,enrolled,Workday
S000416,2024SP,Senior,Computer Science,13,13,3.51,3.45,93,enrolled,Workday
S000417,2024SP,Sophomore,Biochemistry,12,12,4.0,3.93,46,enrolled,Workday
S000418,2024SP,Junior,Environmental Studies,17,12,0.0,0.12,82,enrolled,Workday
S000419,2024SP,Senior,Psychology,14,13,3.15,3.59,125,enrolled,Workday
S000420,2024SP,Sophomore,Computer Science,18,16,2.12,2.1,47,enrolled,Workday
S000421,2024SP,Sophomore,East Asian Studies,5,5,3.11,2.75,56,enrolled,Workday
S000422,2024SP,Senior,Economics,18,18,3.62,3.53,100,enrolled,Workday
S000423,2024SP,Junior,American Studies,13,12,2.81,3.05,64,enrolled,Workday
S000424,2024SP,Junior,Studio Art,14,14,3.45,3.6,61,enrolled,Workday
S000426,2024SP,Freshman,Neuroscience,13,12,2.57,2.8,29,enrolled,Workday
S000427,2024SP,Sophomore,Biology,16,15,3.35,3.46,37,enrolled,Workday
S000428,2024SP,Junior,Politics,15,14,3.05,3.01,85,enrolled,Workday
S000429,2024SP,Sophomore,Biochemistry,16,16,3.79,3.74,59,enrolled,Workday
S000431,2024SP,Junior,Anthropology,14,14,4.0,3.83,82,enrolled,Workday
S000432,2024SP,Sophomore,Computer Science,15,15,4.0,3.99,50,enrolled,Workday
S000433,2024SP,Sophomore,Economics,13,12,3.0,3.2,37,enrolled,Workday
S000434,2024SP,Junior,Applied Mathematics,15,15,3.98,3.88,80,enrolled,Workday
S000436,2024SP,Senior,Biology,18,16,2.37,2.26,123,enrolled,Workday
S000437,2024SP,Senior,Philosophy,13,13,3.58,3.19,115,enrolled,Workday
S000439,2024SP,Junior,"Health: Science, Society, and Policy",17,17,4.0,3.7,86,enrolled,Workday
S000440,2024SP,Freshman,International and Global Studies,14,13,2.85,2.92,16,enrolled,Workday
S000441,2024SP,Senior,American Studies,12,12,3.89,3.38,113,enrolled,Workday
S000442,2024SP,Freshman,Psychology,6,6,2.97,3.2,27,enrolled,Workday
S000444,2024SP,Freshman,Economics,18,13,0.0,0.29,28,enrolled,Workday
S000445,2024SP,Senior,Physics,3,2,0.86,0.93,110,enrolled,Workday
S000446,2024SP,Senior,Mathematics,14,14,4.0,3.25,126,enrolled,Workday
S000447,2024SP,Junior,Biology,3,3,4.0,4.0,64,enrolled,Workday
S000450,2024SP,Senior,Mathematics,12,12,3.44,3.5,109,enrolled,Workday
S000451,2024SP,Senior,Biochemistry,13,10,0.62,0.75,116,enrolled,Workday
S000452,2024SP,Senior,Economics,5,5,3.63,3.14,103,enrolled,Workday
S000453,2024SP,Sophomore,Biology,12,12,3.37,3.32,39,enrolled,Workday
S000454,2024SP,Junior,"Health: Science, Society, and Policy",12,11,3.1,3.53,70,enrolled,Workday
S000456,2024SP,Senior,Computer Science,15,15,4.0,3.6,149,enrolled,Workday
S000457,2024SP,Sophomore,Computer Science,17,16,2.81,2.62,57,enrolled,Workday
S000458,2024SP,Senior,Neuroscience,17,15,2.11,1.94,120,enrolled,Workday
S000459,2024SP,Freshman,East Asian Studies,16,16,3.6,3.6,16,enrolled,Workday
S000460,2024SP,Junior,Psychology,14,10,0.22,0.2,72,enrolled,Workday
S000461,2024SP,Junior,Chemistry,4,4,3.71,3.42,65,enrolled,Workday
S000462,2024SP,Sophomore,Philosophy,12,12,4.0,3.95,55,enrolled,Workday
S000463,2024SP,Senior,Mathematics,17,16,3.05,3.04,115,enrolled,Workday
S000464,2024SP,Freshman,Chemistry,10,9,2.94,3.06,27,enrolled,Workday
S000465,2024SP,Sophomore,Physics,13,13,3.76,3.53,55,enrolled,Workday
S000468,2024SP,Senior,Biology,12,10,1.31,1.06,97,enrolled,Workday
S000470,2024SP,Junior,Biochemistry,14,13,2.72,3.16,67,enrolled,Workday
S000471,2024SP,Sophomore,Economics,8,8,3.49,3.32,49,enrolled,Workday
S000472,2024SP,Freshman,Computer Science,3,3,2.53,2.78,20,enrolled,Workday
S000473,2024SP,Sophomore,Biochemistry,12,11,2.55,3.1,52,enrolled,Workday
S000474,2024SP,Junior,International and Global Studies,13,13,3.6,3.77,66,enrolled,Workday
S000475,2024SP,Freshman,International and Global Studies,,,,3.35,15,not_enrolled,Workday
S000477,2024SP,Junior,Physics,16,15,3.13,3.14,60,enrolled,Workday
S000478,2024SP,Junior,Physics,6,5,1.65,1.58,66,enrolled,Workday
S000479,2024SP,Freshman,Studio Art,15,14,2.63,2.9,21,enrolled,Workday
S000480,2024SP,Junior,Physics,17,16,3.07,2.74,70,enrolled,Workday
S000482,2024SP,Sophomore,History,16,16,4.0,3.64,54,enrolled,Workday
S000483,2024SP,Sophomore,Neuroscience,16,15,3.26,3.51,36,enrolled,Workday
S000484,2024SP,Senior,"Health: Science, Society, and Policy",12,10,1.86,2.24,125,enrolled,Workday
S000485,2024SP,Junior,Psychology,6,5,1.18,1.6,71,enrolled,Workday
S000486,2024SP,Senior,Physics,14,14,4.0,3.29,120,enrolled,Workday
S000487,2024SP,Sophomore,Physics,12,10,1.83,1.98,33,enrolled,Workday
S000488,2024SP,Senior,Biology,9,8,2.68,2.5,128,enrolled,Workday
S000489,2024SP,Sophomore,Biology,15,15,3.69,3.46,50,enrolled,Workday
S000490,2024SP,Sophomore,Biochemistry,12,11,3.13,3.28,52,enrolled,Workday
S000491,2024SP,Senior,Physics,18,18,4.0,3.78,123,enrolled,Workday
S000492,2024SP,Junior,Biology,14,14,3.56,3.17,86,enrolled,Workday
S000493,2024SP,Sophomore,Studio Art,10,8,1.75,1.99,42,enrolled,Workday
S000494,2024SP,Freshman,Chemistry,7,6,1.81,1.88,21,enrolled,Workday
S000495,2024SP,Sophomore,Philosophy,16,16,3.73,3.87,36,enrolled,Workday
S000496,2024SP,Senior,International and Global Studies,8,6,0.67,0.42,120,enrolled,Workday
S000497,2024SP,Freshman,Physics,12,12,3.39,3.36,28,enrolled,Workday
S000498,2024SP,Senior,American Studies,13,13,3.86,3.74,128,enrolled,Workday
S000499,2024SP,Sophomore,Economics and Business,,,,3.03,36,not_enrolled,Workday
S000500,2024SP,Freshman,Economics,5,4,2.04,1.79,25,enrolled,Workday
