student_id,term_code,class_level,major,credits_attempted,credits_earned,term_gpa,cumulative_gpa,cumulative_credits,enrollment_status,registration_system
S000396,2024FA,Senior,American Studies,15,14,3.01,3.24,126,enrolled,Workday
S000397,2024FA,Junior,Business,,,,2.81,70,not_enrolled,Workday
S000398,2024FA,Senior,Anthropology,14,13,3.18,3.18,101,enrolled,Workday
S000400,2024FA,Sophomore,Computer Science,4,4,3.41,3.72,33,enrolled,Workday
S000402,2024FA,Freshman,History,10,10,3.62,3.78,29,enrolled,Workday
S000403,2024FA,Senior,Business,,,,3.6,90,not_enrolled,Workday
S000406,2024FA,Senior,Computer Science,13,12,3.1,3.86,133,enrolled,Workday
S000407,2024FA,Sophomore,Psychology,14,14,4.0,3.36,50,enrolled,Workday
S000408,2024FA,Senior,Computer Science,16,16,3.36,3.52,128,enrolled,Workday
S000409,2024FA,Senior,Economics,15,15,3.94,3.9,119,enrolled,Workday
S000410,2024FA,Senior,Economics,5,5,3.0,2.78,112,enrolled,Workday
S000411,2024FA,Junior,"Health: Science, Society, and Policy",14,12,2.18,2.76,74,enrolled,Workday
S000412,2024FA,Senior,Politics,16,15,2.84,2.65,122,enrolled,Workday
S000414,2024FA,Senior,Sociology,5,5,3.41,3.83,98,enrolled,Workday
S000415,2024FA,Junior,Applied Mathematics,17,15,2.57,2.96,77,enrolled,Workday
S000416,2024FA,Senior,Computer Science,,,,3.45,107,not_enrolled,Workday
S000417,2024FA,Sophomore,Biochemistry,9,9,4.0,3.94,59,enrolled,Workday
S000418,2024FA,Senior,Sociology,13,9,0.0,0.1,102,enrolled,Workday
S000419,2024FA,Senior,Psychology,16,16,3.4,3.58,158,enrolled,Workday
S000420,2024FA,Sophomore,Computer Science,8,7,2.06,2.08,57,enrolled,Workday
S000421,2024FA,Junior,East Asian Studies,5,5,3.04,2.73,75,enrolled,Workday
S000422,2024FA,Senior,Economics,12,12,3.33,3.56,126,enrolled,Workday
S000423,2024FA,Junior,American Studies,,,,3.04,81,not_enrolled,Workday
S000424,2024FA,Senior,Studio Art,18,18,3.63,3.67,97,enrolled,Workday
S000425,2024FA,Senior,Biology,18,18,3.81,3.56,121,enrolled,Workday
S000426,2024FA,Sophomore,Neuroscience,18,17,2.85,2.8,59,enrolled,Workday
S000427,2024FA,Junior,Economics,13,13,3.84,3.57,68,enrolled,Workday
S000428,2024FA,Senior,Politics,13,12,3.24,3.04,97,enrolled,Workday
S000429,2024FA,Junior,Biochemistry,12,12,3.62,3.67,89,enrolled,Workday
S000431,2024FA,Senior,Anthropology,15,15,3.99,3.8,111,enrolled,Workday
S000432,2024FA,Junior,Computer Science,13,13,3.59,3.93,79,enrolled,Workday
S000433,2024FA,Junior,Studio Art,8,8,3.74,3.41,61,enrolled,Workday
S000434,2024FA,Senior,Applied Mathematics,,,,3.9,97,not_enrolled,Workday
S000436,2024FA,Senior,Biology,17,15,2.03,2.21,153,enrolled,Workday
S000437,2024FA,Senior,Philosophy,14,13,3.16,3.22,144,enrolled,Workday
S000439,2024FA,Senior,"Health: Science, Society, and Policy",4,4,3.41,3.7,95,enrolled,Workday
S000440,2024FA,Sophomore,International and Global Studies,15,13,2.44,3.16,47,enrolled,Workday
S000441,2024FA,Senior,American Studies,14,13,2.96,3.37,138,enrolled,Workday
S000442,2024FA,Sophomore,Psychology,,,,3.06,39,not_enrolled,Workday
S000444,2024FA,Sophomore,Economics,5,4,0.71,0.39,42,enrolled,Workday
S000445,2024FA,Senior,Physics,15,12,0.97,0.88,134,enrolled,Workday
S000447,2024FA,Senior,Biology,14,14,3.48,3.91,93,enrolled,Workday
S000448,2024FA,Sophomore,"Health: Science, Society, and Policy",18,17,2.79,3.21,50,enrolled,Workday
S000449,2024FA,Sophomore,Economics,16,16,3.4,3.06,53,enrolled,Workday
S000450,2024FA,Senior,Mathematics,13,13,3.85,3.51,136,enrolled,Workday
S000451,2024FA,Senior,Biochemistry,,,,0.74,127,not_enrolled,Workday
S000452,2024FA,Senior,Economics,16,15,3.33,3.14,130,enrolled,Workday
S000453,2024FA,Junior,Biology,18,17,3.38,3.47,70,enrolled,Workday
S000454,2024FA,Senior,"Health: Science, Society, and Policy",6,6,3.49,3.6,91,enrolled,Workday
S000455,2024FA,Sophomore,Mathematics,12,12,3.74,3.88,41,enrolled,Workday
S000456,2024FA,Senior,Computer Science,6,6,3.02,3.58,164,enrolled,Workday
S000457,2024FA,Junior,Computer Science,5,4,2.39,2.62,76,enrolled,Workday
S000458,2024FA,Senior,Neuroscience,9,8,2.48,1.92,139,enrolled,Workday
S000459,2024FA,Sophomore,East Asian Studies,17,17,3.56,3.39,44,enrolled,Workday
S000460,2024FA,Junior,Psychology,10,7,0.0,0.19,81,enrolled,Workday
S000461,2024FA,Junior,Chemistry,12,12,3.6,3.43,89,enrolled,Workday
S000463,2024FA,Senior,Mathematics,13,12,3.21,3.05,127,enrolled,Workday
S000464,2024FA,Sophomore,Chemistry,17,17,3.68,3.2,55,enrolled,Workday
S000465,2024FA,Junior,Physics,16,16,3.49,3.39,85,enrolled,Workday
S000468,2024FA,Senior,Biology,18,13,0.53,0.99,122,enrolled,Workday
S000469,2024FA,Junior,Neuroscience,13,12,2.91,3.5,77,enrolled,Workday
S000470,2024FA,Junior,Biochemistry,14,13,3.13,3.15,83,enrolled,Workday
S000471,2024FA,Junior,Economics,14,13,3.0,3.18,78,enrolled,Workday
S000472,2024FA,Sophomore,Computer Science,10,10,3.62,3.06,30,enrolled,Workday
S000473,2024FA,Junior,Biochemistry,17,16,3.06,3.13,82,enrolled,Workday
S000474,2024FA,Junior,International and Global Studies,15,15,4.0,3.83,88,enrolled,Workday
S000475,2024FA,Sophomore,International and Global Studies,17,16,2.83,3.17,47,enrolled,Workday
S000477,2024FA,Junior,Physics,11,11,3.24,3.26,83,enrolled,Workday
S000478,2024FA,Junior,Physics,6,5,1.48,1.58,82,enrolled,Workday
S000479,2024FA,Sophomore,Studio Art,18,17,3.33,3.12,44,enrolled,Workday
S000480,2024FA,Senior,Physics,15,14,3.17,2.79,98,enrolled,Workday
S000482,2024FA,Junior,History,18,18,3.72,3.69,80,enrolled,Workday
S000483,2024FA,Sophomore,Neuroscience,,,,3.64,48,not_enrolled,Workday
S000484,2024FA,Senior,"Health: Science, Society, and Policy",12,11,2.47,2.25,143,enrolled,Workday
S000485,2024FA,Senior,Psychology,18,15,1.48,1.6,98,enrolled,Workday
S000486,2024FA,Senior,Physics,15,15,3.61,3.36,150,enrolled,Workday
S000487,2024FA,Sophomore,Physics,7,6,2.13,2.04,51,enrolled,Workday
S000488,2024FA,Senior,Biology,15,14,2.93,2.57,159,enrolled,Workday
S000489,2024FA,Junior,Biology,13,13,3.4,3.53,75,enrolled,Workday
S000490,2024FA,Junior,Biochemistry,16,16,3.87,3.42,68,enrolled,Workday
S000491,2024FA,Senior,Physics,13,13,3.3,3.71,148,enrolled,Workday
S000492,2024FA,Senior,Biology,12,11,3.11,3.18,114,enrolled,Workday
S000493,2024FA,Junior,Studio Art,15,13,2.16,2.13,66,enrolled,Workday
S000494,2024FA,Sophomore,Chemistry,14,13,2.43,2.12,50,enrolled,Workday
S000495,2024FA,Junior,Philosophy,17,17,3.73,3.85,60,enrolled,Workday
S000496,2024FA,Senior,International and Global Studies,15,11,0.07,0.37,140,enrolled,Workday
S000497,2024FA,Sophomore,Mathematics,12,12,3.64,3.48,57,enrolled,Workday
S000498,2024FA,Senior,American Studies,15,15,3.92,3.73,157,enrolled,Workday
S000499,2024FA,Junior,Economics and Business,16,16,3.61,3.2,61,enrolled,Workday
S000500,2024FA,Sophomore,Economics,3,3,1.96,1.7,42,enrolled,Workday
