student_id,term_code,class_level,major,credits_attempted,credits_earned,term_gpa,cumulative_gpa,cumulative_credits,enrollment_status,registration_system
S000384,2025SU,Senior,Biochemistry,16,16,3.47,3.45,109,enrolled,Workday
S000385,2025SU,Senior,Computer Science,9,9,4.0,3.91,94,enrolled,Workday
S000386,2025SU,Senior,Computer Science,13,13,3.54,3.39,104,enrolled,Workday
S000388,2025SU,Junior,Biology,15,15,3.94,3.58,86,enrolled,Workday
S000389,2025SU,Senior,Mathematics,12,11,2.22,2.64,108,enrolled,Workday
S000390,2025SU,Sophomore,Biochemistry,14,14,3.43,3.23,52,enrolled,Workday
S000391,2025SU,Senior,Environmental Studies,,,,3.56,140,not_enrolled,Workday
S000392,2025SU,Senior,Psychology,17,16,3.12,3.64,138,enrolled,Workday
S000393,2025SU,Junior,Chemistry,17,17,3.66,3.45,88,enrolled,Workday
S000394,2025SU,Junior,Business,17,14,1.42,1.82,78,enrolled,Workday
S000395,2025SU,Senior,"Health: Science, Society, and Policy",,,,3.56,123,not_enrolled,Workday
S000396,2025SU,Senior,American Studies,16,16,3.51,3.27,157,enrolled,Workday
S000398,2025SU,Senior,Mathematics,18,17,3.13,3.13,135,enrolled,Workday
S000400,2025SU,Sophomore,Computer Science,4,4,3.04,3.62,48,enrolled,Workday
S000402,2025SU,Sophomore,History,16,16,4.0,3.8,53,enrolled,Workday
S000403,2025SU,Senior,Biochemistry,8,8,3.83,3.55,114,enrolled,Workday
S000406,2025SU,Senior,Computer Science,15,15,3.58,3.85,166,enrolled,Workday
S000407,2025SU,Junior,Psychology,,,,3.35,64,not_enrolled,Workday
S000408,2025SU,Senior,Computer Science,13,13,3.52,3.54,149,enrolled,Workday
S000409,2025SU,Senior,Economics,17,17,3.89,3.88,146,enrolled,Workday
S000410,2025SU,Senior,Economics,4,4,3.14,2.8,129,enrolled,Workday
S000411,2025SU,Senior,Neuroscience,15,13,2.42,2.68,101,enrolled,Workday
S000412,2025SU,Senior,Psychology,14,13,2.91,2.68,149,enrolled,Workday
S000414,2025SU,Senior,Sociology,,,,3.85,111,not_enrolled,Workday
S000415,2025SU,Senior,Psychology,15,14,3.22,2.95,104,enrolled,Workday
S000417,2025SU,Junior,Biochemistry,12,12,4.0,3.91,83,enrolled,Workday
S000418,2025SU,Senior,Sociology,18,13,0.0,0.11,128,enrolled,Workday
S000419,2025SU,Senior,Psychology,15,15,3.37,3.54,185,enrolled,Workday
S000420,2025SU,Junior,Computer Science,15,13,2.03,2.07,74,enrolled,Workday
S000421,2025SU,Senior,East Asian Studies,18,17,2.86,2.84,105,enrolled,Workday
S000422,2025SU,Senior,Biology,15,15,3.52,3.56,152,enrolled,Workday
S000423,2025SU,Senior,American Studies,13,13,3.28,3.19,108,enrolled,Workday
S000424,2025SU,Senior,Studio Art,,,,3.61,113,not_enrolled,Workday
S000425,2025SU,Senior,International and Global Studies,13,12,3.25,3.49,150,enrolled,Workday
S000427,2025SU,Senior,Economics,18,18,3.9,3.6,102,enrolled,Workday
S000428,2025SU,Senior,Economics,18,17,3.08,3.07,127,enrolled,Workday
S000429,2025SU,Senior,Biochemistry,,,,3.7,107,not_enrolled,Workday
S000430,2025SU,Senior,Biology,,,,1.17,91,not_enrolled,Workday
S000431,2025SU,Senior,Anthropology,12,12,4.0,3.84,140,enrolled,Workday
S000432,2025SU,Senior,Computer Science,4,4,3.88,3.94,101,enrolled,Workday
S000433,2025SU,Junior,Studio Art,12,12,3.52,3.5,83,enrolled,Workday
S000434,2025SU,Senior,Applied Mathematics,12,12,3.84,3.83,121,enrolled,Workday
S000435,2025SU,Freshman,Environmental Studies,13,12,2.9,2.98,29,enrolled,Workday
S000436,2025SU,Senior,Biology,17,15,2.48,2.23,184,enrolled,Workday
S000437,2025SU,Senior,Philosophy,17,16,3.06,3.18,172,enrolled,Workday
S000439,2025SU,Senior,"Health: Science, Society, and Policy",8,8,3.23,3.61,114,enrolled,Workday
S000440,2025SU,Junior,International and Global Studies,13,13,3.46,3.23,60,enrolled,Workday
S000441,2025SU,Senior,American Studies,12,12,3.28,3.36,165,enrolled,Workday
S000442,2025SU,Junior,Psychology,17,17,3.44,3.28,72,enrolled,Workday
S000443,2025SU,Senior,Philosophy,12,11,3.13,3.06,121,enrolled,Workday
S000444,2025SU,Sophomore,Economics,4,3,0.85,0.42,57,enrolled,Workday
S000445,2025SU,Senior,Physics,16,13,1.34,0.92,154,enrolled,Workday
S000447,2025SU,Senior,Biology,17,17,3.89,3.92,125,enrolled,Workday
S000448,2025SU,Junior,"Health: Science, Society, and Policy",14,14,3.54,3.37,81,enrolled,Workday
S000449,2025SU,Junior,Economics,14,13,2.9,3.08,80,enrolled,Workday
S000452,2025SU,Senior,Economics,14,13,3.13,3.18,157,enrolled,Workday
S000453,2025SU,Junior,Biology,12,11,2.37,3.32,81,enrolled,Workday
S000454,2025SU,Senior,Physics,16,16,3.62,3.62,121,enrolled,Workday
S000455,2025SU,Junior,Mathematics,15,15,3.75,3.87,68,enrolled,Workday
S000456,2025SU,Senior,History,12,12,3.58,3.58,176,enrolled,Workday
S000457,2025SU,Junior,Computer Science,14,13,2.54,2.61,89,enrolled,Workday
S000458,2025SU,Senior,Neuroscience,14,11,1.19,1.89,164,enrolled,Workday
S000459,2025SU,Junior,East Asian Studies,14,13,3.25,3.32,72,enrolled,Workday
S000460,2025SU,Senior,Psychology,14,11,0.82,0.25,100,enrolled,Workday
S000461,2025SU,Senior,Chemistry,13,13,3.34,3.37,114,enrolled,Workday
S000463,2025SU,Senior,Mathematics,18,17,3.04,3.06,154,enrolled,Workday
S000464,2025SU,Junior,Chemistry,13,13,3.72,3.32,81,enrolled,Workday
S000465,2025SU,Senior,Physics,8,7,2.96,3.28,109,enrolled,Workday
S000466,2025SU,Sophomore,English,13,11,1.79,1.98,47,enrolled,Workday
S000467,2025SU,Freshman,Computer Science,7,7,4.0,4.0,7,enrolled,Workday
S000469,2025SU,Senior,Neuroscience,18,18,3.69,3.57,110,enrolled,Workday
S000470,2025SU,Senior,Computer Science,13,13,3.47,3.29,114,enrolled,Workday
S000471,2025SU,Senior,Economics,17,17,3.83,3.32,107,enrolled,Workday
S000472,2025SU,Sophomore,Computer Science,6,6,3.33,3.26,50,enrolled,Workday
S000473,2025SU,Senior,Biochemistry,17,17,3.48,3.19,108,enrolled,Workday
S000474,2025SU,Senior,International and Global Studies,16,16,3.88,3.84,119,enrolled,Workday
S000475,2025SU,Sophomore,International and Global Studies,3,3,3.83,3.19,55,enrolled,Workday
S000476,2025SU,Sophomore,Biology,16,15,2.82,2.97,59,enrolled,Workday
S000477,2025SU,Senior,International and Global Studies,15,13,2.27,3.14,113,enrolled,Workday
S000478,2025SU,Senior,Physics,13,11,1.98,1.68,105,enrolled,Workday
S000480,2025SU,Senior,Physics,13,12,2.62,2.75,122,enrolled,Workday
S000481,2025SU,Junior,Economics,13,12,2.48,2.14,79,enrolled,Workday
S000482,2025SU,Senior,History,17,16,3.12,3.59,112,enrolled,Workday
S000483,2025SU,Sophomore,Neuroscience,6,6,3.43,3.61,54,enrolled,Workday
S000484,2025SU,Senior,"Health: Science, Society, and Policy",10,8,1.67,2.25,166,enrolled,Workday
S000485,2025SU,Senior,Psychology,8,6,1.39,1.57,114,enrolled,Workday
S000486,2025SU,Senior,Physics,13,13,3.27,3.37,176,enrolled,Workday
S000487,2025SU,Sophomore,Physics,,,,2.02,53,not_enrolled,Workday
S000488,2025SU,Senior,Biology,15,13,2.35,2.57,182,enrolled,Workday
S000489,2025SU,Senior,Biology,18,18,3.54,3.59,109,enrolled,Workday
S000490,2025SU,Senior,Biochemistry,17,16,3.35,3.35,100,enrolled,Workday
S000491,2025SU,Senior,Physics,14,14,3.63,3.73,180,enrolled,Workday
S000492,2025SU,Senior,Biology,4,4,3.28,3.13,133,enrolled,Workday
S000493,2025SU,Senior,Studio Art,13,11,2.0,2.15,93,enrolled,Workday
S000494,2025SU,Junior,Chemistry,,,,1.99,62,not_enrolled,Workday
S000496,2025SU,Senior,International and Global Studies,15,11,0.73,0.39,158,enrolled,Workday
S000498,2025SU,Senior,American Studies,,,,3.74,172,not_enrolled,Workday
S000499,2025SU,Junior,Economics and Business,6,6,3.28,3.13,81,enrolled,Workday
S000500,2025SU,Sophomore,Economics,,,,1.79,53,not_enrolled,Workday
